TIMESTAMP,POWER,DATETIME,HOURSTRING,HOUR,MINUTE,POWER_RNN_PRED
20120102 7:00,0.1159915172,20120102,7:00,7,00,0.2733132839202881
20120102 8:00,0.2247582761,20120102,8:00,8,00,0.2561698853969574
20120102 9:00,0.6598612559,20120102,9:00,9,00,0.23197488486766815
20120102 10:00,0.7831763776,20120102,10:00,10,00,0.16040381789207458
20120102 11:00,0.7209571906,20120102,11:00,11,00,0.21436429023742676
20120102 12:00,0.6771593401,20120102,12:00,12,00,0.17716190218925476
20120102 13:00,0.7255220876,20120102,13:00,13,00,0.5146632194519043
20120102 14:00,0.7040544912,20120102,14:00,14,00,0.6420361995697021
20120102 15:00,0.5362136516,20120102,15:00,15,00,0.6364324688911438
20120102 16:00,0.3750314511,20120102,16:00,16,00,0.6066530346870422
20120102 17:00,0.3867492182,20120102,17:00,17,00,0.6403148174285889
20120102 18:00,0.573883038,20120102,18:00,18,00,0.6523916125297546
20120102 19:00,0.3511556019,20120102,19:00,19,00,0.5462234616279602
20120102 20:00,0.8087415981,20120102,20:00,20,00,0.46659553050994873
20120102 21:00,0.5494859998,20120102,21:00,21,00,0.1771475076675415
20120102 22:00,0.6702580784,20120102,22:00,22,00,0.697090208530426
20120102 23:00,0.6201071133,20120102,23:00,23,00,0.16432303190231323
20120103 0:00,0.416996154,20120103,0:00,0,00,0.7027627229690552
20120103 1:00,0.4460120053,20120103,1:00,1,00,0.4807366132736206
20120103 2:00,0.5603321232,20120103,2:00,2,00,0.5789018869400024
20120103 3:00,0.4095108012,20120103,3:00,3,00,0.6307662725448608
20120103 4:00,0.2257736961,20120103,4:00,4,00,0.45101678371429443
20120103 5:00,0.0456489702,20120103,5:00,5,00,0.37464141845703125
20120103 6:00,0.0019140218,20120103,6:00,6,00,0.6164970397949219
20120103 7:00,0.0762553467,20120103,7:00,7,00,0.4934653639793396
20120103 8:00,0.4472970059,20120103,8:00,8,00,0.35109639167785645
20120103 9:00,0.8594407103,20120103,9:00,9,00,0.19049453735351562
20120103 10:00,0.6050106035,20120103,10:00,10,00,0.16426680982112885
20120103 11:00,0.3749685489,20120103,11:00,11,00,0.20164309442043304
20120103 12:00,0.2162125732,20120103,12:00,12,00,0.2386619746685028
20120103 13:00,0.0067395133,20120103,13:00,13,00,0.7154809832572937
20120103 14:00,0.1033392042,20120103,14:00,14,00,0.6734312176704407
20120103 15:00,0.4187574135,20120103,15:00,15,00,0.401197612285614
20120103 16:00,0.8691815535,20120103,16:00,16,00,0.31277531385421753
20120103 17:00,0.3652097337,20120103,17:00,17,00,0.1574588567018509
20120103 18:00,0.2407803458,20120103,18:00,18,00,0.2716202735900879
20120103 19:00,0.2092933396,20120103,19:00,19,00,0.20297954976558685
20120103 20:00,0.2074601919,20120103,20:00,20,00,0.7288009524345398
20120103 21:00,0.1492307969,20120103,21:00,21,00,0.43523359298706055
20120103 22:00,0.1054958485,20120103,22:00,22,00,0.3183877468109131
20120103 23:00,0.131582258,20120103,23:00,23,00,0.28373169898986816
20120104 0:00,0.1134844182,20120104,0:00,0,00,0.29187434911727905
20120104 1:00,0.1139337191,20120104,1:00,1,00,0.2807163894176483
20120104 2:00,0.0962043061,20120104,2:00,2,00,0.24045303463935852
20120104 3:00,0.0825275871,20120104,3:00,3,00,0.2647256851196289
20120104 4:00,0.0547787642,20120104,4:00,4,00,0.25317487120628357
20120104 5:00,0.0557402681,20120104,5:00,5,00,0.2629133462905884
20120104 6:00,0.0773606269,20120104,6:00,6,00,0.2520531415939331
20120104 7:00,0.0959976277,20120104,7:00,7,00,0.2502369284629822
20120104 8:00,0.2333309371,20120104,8:00,8,00,0.2376699447631836
20120104 9:00,0.3461863341,20120104,9:00,9,00,0.21086013317108154
20120104 10:00,0.5128949355,20120104,10:00,10,00,0.21873238682746887
20120104 11:00,0.4837712519,20120104,11:00,11,00,0.18510869145393372
20120104 12:00,0.461054599,20120104,12:00,12,00,0.25718799233436584
20120104 13:00,0.513649761,20120104,13:00,13,00,0.2619427442550659
20120104 14:00,0.441806549,20120104,14:00,14,00,0.4779497981071472
20120104 15:00,0.3736206463,20120104,15:00,15,00,0.5041661858558655
20120104 16:00,0.4503702239,20120104,16:00,16,00,0.40537357330322266
20120104 17:00,0.6373333094,20120104,17:00,17,00,0.4900832772254944
20120104 18:00,0.5318464469,20120104,18:00,18,00,0.42346686124801636
20120104 19:00,0.4674885878,20120104,19:00,19,00,0.38423067331314087
20120104 20:00,0.21861184,20120104,20:00,20,00,0.3081672191619873
20120104 21:00,0.1811401459,20120104,21:00,21,00,0.6618361473083496
20120104 22:00,0.2376621976,20120104,22:00,22,00,0.4968070983886719
20120104 23:00,0.1639229359,20120104,23:00,23,00,0.5743920803070068
20120105 0:00,0.0877754214,20120105,0:00,0,00,0.3211861848831177
20120105 1:00,0.0285485784,20120105,1:00,1,00,0.25995075702667236
20120105 2:00,0.0,20120105,2:00,2,00,0.33287692070007324
20120105 3:00,0.0,20120105,3:00,3,00,0.2987058162689209
20120105 4:00,0.0,20120105,4:00,4,00,0.26723170280456543
20120105 5:00,0.0185291686,20120105,5:00,5,00,0.24833543598651886
20120105 6:00,0.030857985,20120105,6:00,6,00,0.23393332958221436
20120105 7:00,0.2951277812,20120105,7:00,7,00,0.23447680473327637
20120105 8:00,0.4049099601,20120105,8:00,8,00,0.18971021473407745
20120105 9:00,0.6090093814,20120105,9:00,9,00,0.21492743492126465
20120105 10:00,0.4263236404,20120105,10:00,10,00,0.15956103801727295
20120105 11:00,0.6743646885,20120105,11:00,11,00,0.33401334285736084
20120105 12:00,0.5551202329,20120105,12:00,12,00,0.20713970065116882
20120105 13:00,0.4449336832,20120105,13:00,13,00,0.673784613609314
20120105 14:00,0.5994572445,20120105,14:00,14,00,0.2752726674079895
20120105 15:00,0.7288738723,20120105,15:00,15,00,0.5969454050064087
20120105 16:00,0.7976618382,20120105,16:00,16,00,0.5678547024726868
20120105 17:00,0.68722368,20120105,17:00,17,00,0.3270588517189026
20120105 18:00,0.617420294,20120105,18:00,18,00,0.5109245181083679
20120105 19:00,0.7114230258,20120105,19:00,19,00,0.588317334651947
20120105 20:00,0.5110258438,20120105,20:00,20,00,0.6510085463523865
20120105 21:00,0.4052154847,20120105,21:00,21,00,0.6688255667686462
20120105 22:00,0.3939110744,20120105,22:00,22,00,0.49199312925338745
20120105 23:00,0.3723356457,20120105,23:00,23,00,0.6713089942932129
20120106 0:00,0.3219510442,20120106,0:00,0,00,0.5503507256507874
20120106 1:00,0.3263362208,20120106,1:00,1,00,0.4078412652015686
20120106 2:00,0.3233528629,20120106,2:00,2,00,0.3829435110092163
20120106 3:00,0.2310664606,20120106,3:00,3,00,0.3982548117637634
20120106 4:00,0.0487221883,20120106,4:00,4,00,0.35321176052093506
20120106 5:00,0.0471945653,20120106,5:00,5,00,0.3749404549598694
20120106 6:00,0.128535998,20120106,6:00,6,00,0.3603987693786621
20120106 7:00,0.0981003558,20120106,7:00,7,00,0.3585736155509949
20120106 8:00,0.0837586715,20120106,8:00,8,00,0.24721820652484894
20120106 9:00,0.0143416843,20120106,9:00,9,00,0.22210827469825745
20120106 10:00,0.0,20120106,10:00,10,00,0.280799001455307
20120106 11:00,0.0658675102,20120106,11:00,11,00,0.2563020884990692
20120106 12:00,0.3220049603,20120106,12:00,12,00,0.25554922223091125
20120106 13:00,0.61742928,20120106,13:00,13,00,0.19733282923698425
20120106 14:00,0.665998706,20120106,14:00,14,00,0.17555294930934906
20120106 15:00,0.7164372237,20120106,15:00,15,00,0.17771613597869873
20120106 16:00,0.8603752561,20120106,16:00,16,00,0.20377177000045776
20120106 17:00,0.9142913626,20120106,17:00,17,00,0.4950348734855652
20120106 18:00,0.9709212465,20120106,18:00,18,00,0.562667727470398
20120106 19:00,0.984822616,20120106,19:00,19,00,0.5267724990844727
20120106 20:00,0.9663563495,20120106,20:00,20,00,0.6284993290901184
20120106 21:00,0.9746414579,20120106,21:00,21,00,0.6419064998626709
20120106 22:00,0.939793681,20120106,22:00,22,00,0.6545407772064209
20120106 23:00,0.9552047015,20120106,23:00,23,00,0.6690228581428528
20120107 0:00,0.9174364689,20120107,0:00,0,00,0.6549001336097717
20120107 1:00,0.9739225765,20120107,1:00,1,00,0.6724212765693665
20120107 2:00,0.8880252327,20120107,2:00,2,00,0.6434174180030823
20120107 3:00,0.8830649509,20120107,3:00,3,00,0.6779557466506958
20120107 4:00,0.9745246397,20120107,4:00,4,00,0.6397998929023743
20120107 5:00,0.9662934474,20120107,5:00,5,00,0.6642249226570129
20120107 6:00,0.9695553718,20120107,6:00,6,00,0.653412938117981
20120107 7:00,0.9758096402,20120107,7:00,7,00,0.6211512684822083
20120107 8:00,0.9707612954,20120107,8:00,8,00,0.6599188446998596
20120107 9:00,0.8329319579,20120107,9:00,9,00,0.6585192680358887
20120107 10:00,0.5545001977,20120107,10:00,10,00,0.6786832213401794
20120107 11:00,0.3862010711,20120107,11:00,11,00,0.7001152634620667
20120107 12:00,0.4523022177,20120107,12:00,12,00,0.7087787985801697
20120107 13:00,0.2660580137,20120107,13:00,13,00,0.6954311728477478
20120107 14:00,0.3310269221,20120107,14:00,14,00,0.6527441740036011
20120107 15:00,0.2773534381,20120107,15:00,15,00,0.28972679376602173
20120107 16:00,0.2817745588,20120107,16:00,16,00,0.5773026347160339
20120107 17:00,0.4748571223,20120107,17:00,17,00,0.2638906240463257
20120107 18:00,0.6392563172,20120107,18:00,18,00,0.3127675950527191
20120107 19:00,0.4593652277,20120107,19:00,19,00,0.2854660749435425
20120107 20:00,0.7767334028,20120107,20:00,20,00,0.278872549533844
20120107 21:00,0.6454746415,20120107,21:00,21,00,0.23412035405635834
20120107 22:00,0.9176611193,20120107,22:00,22,00,0.6814878582954407
20120107 23:00,0.9244365767,20120107,23:00,23,00,0.19257578253746033
20120108 0:00,0.9490672514,20120108,0:00,0,00,0.667291522026062
20120108 1:00,0.9777955501,20120108,1:00,1,00,0.39686983823776245
20120108 2:00,0.9911218145,20120108,2:00,2,00,0.6477980017662048
20120108 3:00,0.9920743323,20120108,3:00,3,00,0.646130383014679
20120108 4:00,0.9948689839,20120108,4:00,4,00,0.6496065258979797
20120108 5:00,0.9889921282,20120108,5:00,5,00,0.6554035544395447
20120108 6:00,0.9925685633,20120108,6:00,6,00,0.6603707671165466
20120108 7:00,0.9949768161,20120108,7:00,7,00,0.6587092280387878
20120108 8:00,0.9900524783,20120108,8:00,8,00,0.6607062220573425
20120108 9:00,0.9889921282,20120108,9:00,9,00,0.6595260500907898
20120108 10:00,0.9850562525,20120108,10:00,10,00,0.6595595479011536
20120108 11:00,0.9510082312,20120108,11:00,11,00,0.661707878112793
20120108 12:00,0.9884260091,20120108,12:00,12,00,0.6656061410903931
20120108 13:00,0.9729161425,20120108,13:00,13,00,0.6554710268974304
20120108 14:00,0.9555551562,20120108,14:00,14,00,0.6682848930358887
20120108 15:00,0.9218486036,20120108,15:00,15,00,0.6513136625289917
20120108 16:00,0.8772869415,20120108,16:00,16,00,0.6691926717758179
20120108 17:00,0.8461863341,20120108,17:00,17,00,0.671081006526947
20120108 18:00,0.8502749721,20120108,18:00,18,00,0.6719897985458374
20120108 19:00,0.674086122,20120108,19:00,19,00,0.6665022373199463
20120108 20:00,0.5401315553,20120108,20:00,20,00,0.6851609349250793
20120108 21:00,0.4464882643,20120108,21:00,21,00,0.6624543070793152
20120108 22:00,0.4250566119,20120108,22:00,22,00,0.6988248825073242
20120108 23:00,0.5010783221,20120108,23:00,23,00,0.6422874927520752
20120109 0:00,0.3880521908,20120109,0:00,0,00,0.5347867608070374
20120109 1:00,0.3084270875,20120109,1:00,1,00,0.490148663520813
20120109 2:00,0.3216994357,20120109,2:00,2,00,0.3581809997558594
20120109 3:00,0.4738057582,20120109,3:00,3,00,0.5236614942550659
20120109 4:00,0.5727867438,20120109,4:00,4,00,0.3836476802825928
20120109 5:00,0.7835897344,20120109,5:00,5,00,0.3098091185092926
20120109 6:00,0.8683728119,20120109,6:00,6,00,0.2227574586868286
20120109 7:00,0.9034901693,20120109,7:00,7,00,0.39733952283859253
20120109 8:00,0.9209230437,20120109,8:00,8,00,0.39282792806625366
20120109 9:00,0.9300977679,20120109,9:00,9,00,0.5961108803749084
20120109 10:00,0.8549836454,20120109,10:00,10,00,0.6368976831436157
20120109 11:00,0.8663239999,20120109,11:00,11,00,0.6617333889007568
20120109 12:00,0.7531990223,20120109,12:00,12,00,0.6516088843345642
20120109 13:00,0.7281549908,20120109,13:00,13,00,0.6889147162437439
20120109 14:00,0.5251338917,20120109,14:00,14,00,0.6458780169487
20120109 15:00,0.4062129327,20120109,15:00,15,00,0.7021227478981018
20120109 16:00,0.5443010675,20120109,16:00,16,00,0.6406620144844055
20120109 17:00,0.676611193,20120109,17:00,17,00,0.6512234210968018
20120109 18:00,0.609818123,20120109,18:00,18,00,0.5509037375450134
20120109 19:00,0.4557528486,20120109,19:00,19,00,0.34776633977890015
20120109 20:00,0.2650965098,20120109,20:00,20,00,0.44926929473876953
20120109 21:00,0.3103321232,20120109,21:00,21,00,0.6447294354438782
20120109 22:00,0.26010927,20120109,22:00,22,00,0.5934882760047913
20120109 23:00,0.2508806297,20120109,23:00,23,00,0.577669084072113
20120110 0:00,0.2640541318,20120110,0:00,0,00,0.27526557445526123
20120110 1:00,0.3038981345,20120110,1:00,1,00,0.3464256525039673
20120110 2:00,0.1758923116,20120110,2:00,2,00,0.29174748063087463
20120110 3:00,0.3498616153,20120110,3:00,3,00,0.3234007656574249
20120110 4:00,0.5018601057,20120110,4:00,4,00,0.2334449142217636
20120110 5:00,0.8548668272,20120110,5:00,5,00,0.3829329311847687
20120110 6:00,0.8611210956,20120110,6:00,6,00,0.16789039969444275
20120110 7:00,0.9441968297,20120110,7:00,7,00,0.32102349400520325
20120110 8:00,0.9814169153,20120110,8:00,8,00,0.24246856570243835
20120110 9:00,0.9841127206,20120110,9:00,9,00,0.6382772326469421
20120110 10:00,0.9883002049,20120110,10:00,10,00,0.620630145072937
20120110 11:00,0.9488515869,20120110,11:00,11,00,0.6465359926223755
20120110 12:00,0.98278279,20120110,12:00,12,00,0.6650121808052063
20120110 13:00,0.9712267711,20120110,13:00,13,00,0.6539308428764343
20120110 14:00,0.9289205995,20120110,14:00,14,00,0.6690400242805481
20120110 15:00,0.8802792854,20120110,15:00,15,00,0.6563451290130615
20120110 16:00,0.9494895942,20120110,16:00,16,00,0.6710891723632812
20120110 17:00,0.9582240035,20120110,17:00,17,00,0.6591122150421143
20120110 18:00,0.9587541785,20120110,18:00,18,00,0.6646620035171509
20120110 19:00,0.938742317,20120110,19:00,19,00,0.6292513608932495
20120110 20:00,0.9721163869,20120110,20:00,20,00,0.6588401794433594
20120110 21:00,0.978739082,20120110,21:00,21,00,0.6528927087783813
20120110 22:00,0.978730096,20120110,22:00,22,00,0.6609475612640381
20120110 23:00,0.9045864635,20120110,23:00,23,00,0.6478391289710999
20120111 0:00,0.9140217821,20120111,0:00,0,00,0.6692744493484497
20120111 1:00,0.8856529241,20120111,1:00,1,00,0.6596945524215698
20120111 2:00,0.7854857841,20120111,2:00,2,00,0.6792666912078857
20120111 3:00,0.7256119478,20120111,3:00,3,00,0.6680864691734314
20120111 4:00,0.6456184177,20120111,4:00,4,00,0.6721016764640808
20120111 5:00,0.6056755688,20120111,5:00,5,00,0.6874020099639893
20120111 6:00,0.5664336293,20120111,6:00,6,00,0.6562181115150452
20120111 7:00,0.5264728083,20120111,7:00,7,00,0.6485095620155334
20120111 8:00,0.4796915999,20120111,8:00,8,00,0.6003872156143188
20120111 9:00,0.3989881744,20120111,9:00,9,00,0.578803539276123
20120111 10:00,0.2724740304,20120111,10:00,10,00,0.5611569285392761
20120111 11:00,0.3071151289,20120111,11:00,11,00,0.5423523187637329
20120111 12:00,0.4844901334,20120111,12:00,12,00,0.4681395888328552
20120111 13:00,0.603249344,20120111,13:00,13,00,0.4212031364440918
20120111 14:00,0.4696811761,20120111,14:00,14,00,0.27673590183258057
20120111 15:00,0.4655296359,20120111,15:00,15,00,0.2812107801437378
20120111 16:00,0.397289817,20120111,16:00,16,00,0.34893953800201416
20120111 17:00,0.652321987,20120111,17:00,17,00,0.6310417652130127
20120111 18:00,0.8601775637,20120111,18:00,18,00,0.35124120116233826
20120111 19:00,0.8668182308,20120111,19:00,19,00,0.4738194942474365
20120111 20:00,0.8556486108,20120111,20:00,20,00,0.2733945846557617
20120111 21:00,0.8043294634,20120111,21:00,21,00,0.45642590522766113
20120111 22:00,0.7012598397,20120111,22:00,22,00,0.6551768183708191
20120111 23:00,0.732800762,20120111,23:00,23,00,0.6689499616622925
20120112 0:00,0.6154343841,20120112,0:00,0,00,0.6551881432533264
20120112 1:00,0.21861184,20120112,1:00,1,00,0.6845162510871887
20120112 2:00,0.0223572122,20120112,2:00,2,00,0.6591123938560486
20120112 3:00,0.0011591963,20120112,3:00,3,00,0.6594151854515076
20120112 4:00,0.016722979,20120112,4:00,4,00,0.6874052882194519
20120112 5:00,0.0199040293,20120112,5:00,5,00,0.3773542642593384
20120112 6:00,0.0197782251,20120112,6:00,6,00,0.2443891167640686
20120112 7:00,0.0379838971,20120112,7:00,7,00,0.23310083150863647
20120112 8:00,0.0383163797,20120112,8:00,8,00,0.23412266373634338
20120112 9:00,0.0924301786,20120112,9:00,9,00,0.23826628923416138
20120112 10:00,0.0928255634,20120112,10:00,10,00,0.22353138029575348
20120112 11:00,0.0755454513,20120112,11:00,11,00,0.23916654288768768
20120112 12:00,0.1567520937,20120112,12:00,12,00,0.2281816154718399
20120112 13:00,0.4980949642,20120112,13:00,13,00,0.2308395802974701
20120112 14:00,0.587065526,20120112,14:00,14,00,0.1939527988433838
20120112 15:00,0.4699687287,20120112,15:00,15,00,0.2121688276529312
20120112 16:00,0.3720480932,20120112,16:00,16,00,0.19052447378635406
20120112 17:00,0.4566604364,20120112,17:00,17,00,0.4112394452095032
20120112 18:00,0.4698429244,20120112,18:00,18,00,0.5651839375495911
20120112 19:00,0.328951152,20120112,19:00,19,00,0.523026168346405
20120112 20:00,0.3055515618,20120112,20:00,20,00,0.35543763637542725
20120112 21:00,0.3741777794,20120112,21:00,21,00,0.40025174617767334
20120112 22:00,0.3016875741,20120112,22:00,22,00,0.5117119550704956
20120112 23:00,0.3212411488,20120112,23:00,23,00,0.3815006613731384
20120113 0:00,0.3401477301,20120113,0:00,0,00,0.27281099557876587
20120113 1:00,0.3015617699,20120113,1:00,1,00,0.4108179211616516
20120113 2:00,0.1547482118,20120113,2:00,2,00,0.31986209750175476
20120113 3:00,0.008608605,20120113,3:00,3,00,0.3552119731903076
20120113 4:00,0.0,20120113,4:00,4,00,0.3868997097015381
20120113 5:00,0.0065238489,20120113,5:00,5,00,0.3871239125728607
20120113 6:00,0.0392329535,20120113,6:00,6,00,0.32284319400787354
20120113 7:00,0.0768304518,20120113,7:00,7,00,0.2339485138654709
20120113 8:00,0.1190018331,20120113,8:00,8,00,0.22746336460113525
20120113 9:00,0.2655188527,20120113,9:00,9,00,0.22000299394130707
20120113 10:00,0.2628230473,20120113,10:00,10,00,0.20393306016921997
20120113 11:00,0.1278440746,20120113,11:00,11,00,0.23278413712978363
20120113 12:00,0.347183782,20120113,12:00,12,00,0.23281291127204895
20120113 13:00,0.3601326336,20120113,13:00,13,00,0.23961836099624634
20120113 14:00,0.3812407893,20120113,14:00,14,00,0.4092267155647278
20120113 15:00,0.2981201251,20120113,15:00,15,00,0.19154292345046997
20120113 16:00,0.2482746846,20120113,16:00,16,00,0.3661649823188782
20120113 17:00,0.4009201682,20120113,17:00,17,00,0.3433219790458679
20120113 18:00,0.4548093167,20120113,18:00,18,00,0.36796578764915466
20120113 19:00,0.5893749326,20120113,19:00,19,00,0.35335513949394226
20120113 20:00,0.5151414399,20120113,20:00,20,00,0.2096834033727646
20120113 21:00,0.6034829805,20120113,21:00,21,00,0.4005669951438904
20120113 22:00,0.4573793178,20120113,22:00,22,00,0.30338162183761597
20120113 23:00,0.4329732936,20120113,23:00,23,00,0.6264577507972717
20120114 0:00,0.4217138133,20120114,0:00,0,00,0.39641737937927246
20120114 1:00,0.1797652852,20120114,1:00,1,00,0.6221336722373962
20120114 2:00,0.0514179936,20120114,2:00,2,00,0.5218387246131897
20120114 3:00,0.0841091262,20120114,3:00,3,00,0.41309499740600586
20120114 4:00,0.1232881636,20120114,4:00,4,00,0.5265664458274841
20120114 5:00,0.1191905395,20120114,5:00,5,00,0.31800904870033264
20120114 6:00,0.127520578,20120114,6:00,6,00,0.23202233016490936
20120114 7:00,0.1506865318,20120114,7:00,7,00,0.23199421167373657
20120114 8:00,0.2652402861,20120114,8:00,8,00,0.24901911616325378
20120114 9:00,0.3761816613,20120114,9:00,9,00,0.22649480402469635
20120114 10:00,0.5347489307,20120114,10:00,10,00,0.22639839351177216
20120114 11:00,0.492433773,20120114,11:00,11,00,0.19797879457473755
20120114 12:00,0.5351892455,20120114,12:00,12,00,0.2737649381160736
20120114 13:00,0.5537723303,20120114,13:00,13,00,0.2629428207874298
20120114 14:00,0.6121185435,20120114,14:00,14,00,0.5279667377471924
20120114 15:00,0.71459509,20120114,15:00,15,00,0.4179900288581848
20120114 16:00,0.6440458646,20120114,16:00,16,00,0.4655664563179016
20120114 17:00,0.5916663671,20120114,17:00,17,00,0.5163573622703552
20120114 18:00,0.5428093886,20120114,18:00,18,00,0.4930236339569092
20120114 19:00,0.5269580533,20120114,19:00,19,00,0.6427881121635437
20120114 20:00,0.4161334963,20120114,20:00,20,00,0.5985509753227234
20120114 21:00,0.4188562597,20120114,21:00,21,00,0.5949676036834717
20120114 22:00,0.2941213472,20120114,22:00,22,00,0.4904670715332031
20120114 23:00,0.2116656483,20120114,23:00,23,00,0.5934216380119324
20120115 0:00,0.1518906581,20120115,0:00,0,00,0.39723676443099976
20120115 1:00,0.1555389813,20120115,1:00,1,00,0.4866105914115906
20120115 2:00,0.1153265519,20120115,2:00,2,00,0.35121405124664307
20120115 3:00,0.1640577262,20120115,3:00,3,00,0.31537124514579773
20120115 4:00,0.0419287589,20120115,4:00,4,00,0.2460801899433136
20120115 5:00,0.0146472089,20120115,5:00,5,00,0.3089919090270996
20120115 6:00,0.0112684663,20120115,6:00,6,00,0.2420169860124588
20120115 7:00,0.0039268898,20120115,7:00,7,00,0.3156302273273468
20120115 8:00,0.0087793393,20120115,8:00,8,00,0.2509104907512665
20120115 9:00,0.0356565185,20120115,9:00,9,00,0.23872029781341553
20120115 10:00,0.1009489235,20120115,10:00,10,00,0.23493921756744385
20120115 11:00,0.2406725136,20120115,11:00,11,00,0.22330443561077118
20120115 12:00,0.4671740771,20120115,12:00,12,00,0.204947829246521
20120115 13:00,0.4906185975,20120115,13:00,13,00,0.18605521321296692
20120115 14:00,0.5693001689,20120115,14:00,14,00,0.20721685886383057
20120115 15:00,0.516192804,20120115,15:00,15,00,0.1969296932220459
20120115 16:00,0.4816235937,20120115,16:00,16,00,0.45860159397125244
20120115 17:00,0.3650300133,20120115,17:00,17,00,0.4055318832397461
20120115 18:00,0.282897811,20120115,18:00,18,00,0.5819490551948547
20120115 19:00,0.2824754682,20120115,19:00,19,00,0.5059219598770142
20120115 20:00,0.3121203407,20120115,20:00,20,00,0.5140235424041748
20120115 21:00,0.3976852018,20120115,21:00,21,00,0.40261775255203247
20120115 22:00,0.4930088782,20120115,22:00,22,00,0.28874704241752625
20120115 23:00,0.4012436649,20120115,23:00,23,00,0.2781345546245575
20120116 0:00,0.2582311923,20120116,0:00,0,00,0.315300315618515
20120116 1:00,0.2306620898,20120116,1:00,1,00,0.35004371404647827
20120116 2:00,0.082985874,20120116,2:00,2,00,0.5024910569190979
20120116 3:00,0.0533050573,20120116,3:00,3,00,0.5226104259490967
20120116 4:00,0.0628032781,20120116,4:00,4,00,0.3048301041126251
20120116 5:00,0.0226178067,20120116,5:00,5,00,0.35564953088760376
20120116 6:00,0.0113762985,20120116,6:00,6,00,0.26454800367355347
20120116 7:00,0.0026598613,20120116,7:00,7,00,0.2421613484621048
20120116 8:00,0.0018690917,20120116,8:00,8,00,0.258279949426651
20120116 9:00,0.0,20120116,9:00,9,00,0.24282363057136536
20120116 10:00,0.0,20120116,10:00,10,00,0.24119600653648376
20120116 11:00,0.0249721433,20120116,11:00,11,00,0.23798029124736786
20120116 12:00,0.2936271162,20120116,12:00,12,00,0.23332783579826355
20120116 13:00,0.6545505194,20120116,13:00,13,00,0.19245517253875732
20120116 14:00,0.7227094641,20120116,14:00,14,00,0.17561283707618713
20120116 15:00,0.7179289026,20120116,15:00,15,00,0.1712820678949356
20120116 16:00,0.7742083318,20120116,16:00,16,00,0.1916143000125885
20120116 17:00,0.8714909601,20120116,17:00,17,00,0.5257277488708496
20120116 18:00,0.9655476079,20120116,18:00,18,00,0.5959622263908386
20120116 19:00,0.9673448115,20120116,19:00,19,00,0.569029688835144
20120116 20:00,0.9613691097,20120116,20:00,20,00,0.5943310260772705
20120116 21:00,0.9340516157,20120116,21:00,21,00,0.6200457215309143
20120116 22:00,0.921552065,20120116,22:00,22,00,0.6628729701042175
20120116 23:00,0.8767927105,20120116,23:00,23,00,0.6630054712295532
20120117 0:00,0.866395888,20120117,0:00,0,00,0.6721946597099304
20120117 1:00,0.8334351749,20120117,1:00,1,00,0.6622357368469238
20120117 2:00,0.7440422702,20120117,2:00,2,00,0.671869695186615
20120117 3:00,0.6406203947,20120117,3:00,3,00,0.6681197881698608
20120117 4:00,0.5713220229,20120117,4:00,4,00,0.6738166213035583
20120117 5:00,0.5605927177,20120117,5:00,5,00,0.6771345138549805
